The International Quite Days (IQDs) are: 20 10 11 16 01
The IQDs with data are: 20 10 11 16 01
Hour(UT)	 VTECs (in TECU) for the 5 IQDs	 MeanVTEC(TECU)
0.000000	NaN	18.150000	14.980000	11.900000	18.590000	15.905000
0.017000	29.280000	18.200000	15.060000	12.020000	18.690000	18.650000
0.033000	29.350000	18.270000	15.150000	12.150000	18.800000	18.744000
0.050000	29.430000	18.330000	15.250000	12.280000	18.910000	18.840000
0.067000	29.520000	18.400000	15.340000	12.420000	19.030000	18.942000
0.083000	29.610000	18.470000	15.440000	12.570000	19.160000	19.050000
0.100000	29.700000	18.550000	15.550000	12.720000	19.300000	19.164000
0.117000	29.800000	18.630000	15.660000	12.870000	19.440000	19.280000
0.133000	29.900000	18.720000	15.780000	13.040000	19.600000	19.408000
0.150000	30.010000	18.810000	15.900000	13.210000	19.760000	19.538000
0.167000	30.110000	18.900000	16.020000	13.380000	19.930000	19.668000
0.183000	30.230000	19.000000	16.150000	13.560000	20.100000	19.808000
0.200000	30.340000	19.110000	16.290000	13.740000	20.290000	19.954000
0.217000	30.460000	19.220000	16.420000	13.920000	20.480000	20.100000
0.233000	30.590000	19.330000	16.570000	14.110000	20.680000	20.256000
0.250000	30.710000	19.450000	16.710000	14.310000	20.890000	20.414000
0.267000	30.840000	19.570000	16.860000	14.510000	21.110000	20.578000
0.283000	30.970000	19.690000	17.010000	14.710000	21.340000	20.744000
0.300000	31.110000	19.820000	17.170000	14.910000	21.570000	20.916000
0.317000	31.240000	19.960000	17.330000	15.120000	21.810000	21.092000
0.333000	31.380000	20.090000	17.500000	15.330000	22.060000	21.272000
0.350000	31.520000	20.240000	17.660000	15.540000	22.310000	21.454000
0.367000	31.650000	20.380000	17.830000	15.760000	22.580000	21.640000
0.383000	31.800000	20.530000	18.010000	15.980000	22.840000	21.832000
0.400000	31.940000	20.680000	18.180000	16.200000	23.120000	22.024000
0.417000	32.080000	20.840000	18.360000	16.420000	23.390000	22.218000
0.433000	32.220000	21.000000	18.550000	16.640000	23.680000	22.418000
0.450000	32.360000	21.160000	18.730000	16.860000	23.970000	22.616000
0.467000	32.500000	21.320000	18.920000	17.090000	24.260000	22.818000
0.483000	32.650000	21.490000	19.110000	17.320000	24.560000	23.026000
0.500000	32.790000	21.670000	19.300000	17.550000	24.860000	23.234000
0.517000	32.930000	21.840000	19.500000	17.780000	25.160000	23.442000
0.533000	33.070000	22.020000	19.700000	18.010000	25.460000	23.652000
0.550000	33.210000	22.200000	19.890000	18.240000	25.770000	23.862000
0.567000	33.350000	22.380000	20.100000	18.470000	26.080000	24.076000
0.583000	33.480000	22.560000	20.300000	18.700000	26.380000	24.284000
0.600000	33.620000	22.750000	20.510000	18.940000	26.690000	24.502000
0.617000	33.760000	22.940000	20.710000	19.170000	27.000000	24.716000
0.633000	33.890000	23.130000	20.920000	19.410000	27.300000	24.930000
0.650000	34.030000	23.320000	21.130000	19.650000	27.610000	25.148000
0.667000	34.160000	23.520000	21.340000	19.890000	27.910000	25.364000
0.683000	34.290000	23.720000	21.560000	20.120000	28.210000	25.580000
0.700000	34.420000	23.920000	21.770000	20.360000	28.510000	25.796000
0.717000	34.550000	24.120000	21.990000	20.600000	28.800000	26.012000
0.733000	34.680000	24.320000	22.200000	20.850000	29.100000	26.230000
0.750000	34.810000	24.520000	22.420000	21.090000	29.380000	26.444000
0.767000	34.940000	24.720000	22.640000	21.330000	29.670000	26.660000
0.783000	35.060000	24.930000	22.860000	21.580000	29.950000	26.876000
0.800000	35.190000	25.140000	23.080000	21.820000	30.220000	27.090000
0.817000	35.320000	25.340000	23.300000	22.070000	30.490000	27.304000
0.833000	35.440000	25.550000	23.520000	22.320000	30.760000	27.518000
0.850000	35.570000	25.760000	23.740000	22.570000	31.020000	27.732000
0.867000	35.700000	25.960000	23.960000	22.820000	31.280000	27.944000
0.883000	35.820000	26.170000	24.180000	23.070000	31.530000	28.154000
0.900000	35.950000	26.380000	24.400000	23.320000	31.780000	28.366000
0.917000	36.080000	26.590000	24.620000	23.570000	32.030000	28.578000
0.933000	36.200000	26.800000	24.840000	23.830000	32.270000	28.788000
0.950000	36.330000	27.000000	25.060000	24.090000	32.510000	28.998000
0.967000	36.460000	27.210000	25.280000	24.340000	32.740000	29.206000
0.983000	36.590000	27.420000	25.500000	24.600000	32.970000	29.416000
1.000000	36.720000	27.620000	25.720000	24.860000	33.200000	29.624000
1.017000	36.860000	27.820000	25.940000	25.130000	33.420000	29.834000
1.033000	36.990000	28.030000	26.160000	25.390000	33.650000	30.044000
1.050000	37.130000	28.230000	26.380000	25.650000	33.870000	30.252000
1.067000	37.260000	28.430000	26.600000	25.920000	34.090000	30.460000
1.083000	37.400000	28.630000	26.810000	26.190000	34.310000	30.668000
1.100000	37.550000	28.830000	27.030000	26.460000	34.520000	30.878000
1.117000	37.690000	29.020000	27.250000	26.730000	34.740000	31.086000
1.133000	37.830000	29.220000	27.460000	27.010000	34.960000	31.296000
1.150000	37.980000	29.410000	27.680000	27.280000	35.170000	31.504000
